frame,timestamp_sec,track_id,in_roi,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_w,bbox_h,bbox_aspect,center_x,center_y,center_speed,avg_keypoint_score,torso_angle_deg,shoulder_hip_height,flow_mean_mag,flow_max_mag,flow_mean_dx,flow_mean_dy,flow_downward_ratio,fall_score,raw_label,label,reason
183,6.1,1,1,80.50507354736328,222.13931274414062,205.8651885986328,354.7340087890625,125.36011505126953,132.59469604492188,0.9454383832125431,143.18513107299805,288.43666076660156,0.4222192719466562,0.4581760764122009,64.31491088867188,46.653289794921875,0.055305466055870056,0.5643584728240967,0.015495214611291885,0.012740012258291245,0.0003007518796992481,0.965684711933136,fall,fall,"LSTM=0.95; резкое движение, низкое положение, горизонтальная/наклонная поза, движение вниз; подтверждено несколькими кадрами"
184,6.133333333333334,1,1,69.0445327758789,221.53765869140625,205.535400390625,355.9095458984375,136.4908676147461,134.37188720703125,1.0157695218230436,137.28996658325195,288.7236022949219,5.902143661572303,0.4522010385990143,66.89613342285156,50.734375,1.7575709819793701,12.004096031188965,1.0991350412368774,-0.7899752259254456,0.07566183680139449,0.9526074230670929,fall,fall,"LSTM=0.94; резкое движение, низкое положение, горизонтальная/наклонная поза, движение вниз; подтверждено несколькими кадрами"
185,6.166666666666667,1,1,69.51126098632812,221.58804321289062,205.52700805664062,355.9467468261719,136.0157470703125,134.35870361328125,1.0123329818796156,137.51913452148438,288.76739501953125,0.23331469444167396,0.46359825134277344,67.02942657470703,50.880096435546875,0.020503800362348557,0.3622092008590698,0.006854785140603781,-0.0032072667963802814,0.0,0.8918354511260986,fall,fall,"LSTM=0.86; резкое движение, низкое положение, горизонтальная/наклонная поза, движение вниз; подтверждено несколькими кадрами"
186,6.2,1,1,66.35530853271484,222.24029541015625,208.69711303710938,355.6531677246094,142.34180450439453,133.41287231445312,1.0669270665944137,137.5262107849121,288.9467315673828,0.17947610119292892,0.47028595209121704,65.75220489501953,51.12474060058594,0.924804151058197,6.304925441741943,0.6944971084594727,-0.22580477595329285,0.07598371777476255,0.9218982756137848,fall,fall,"LSTM=0.90; резкое движение, низкое положение, горизонтальная/наклонная поза, движение вниз; подтверждено несколькими кадрами"
190,6.333333333333333,1,1,81.3200454711914,218.20120239257812,201.43711853027344,353.6651306152344,120.11707305908203,135.46392822265625,0.8867089167948146,141.37858200073242,285.93316650390625,4.891046756706316,0.3804912567138672,68.22450256347656,50.98750305175781,2.303279161453247,11.047523498535156,1.4957987070083618,-0.779954195022583,0.09509803921568627,0.793132871389389,fall,fall,"LSTM=0.81; резкое движение, низкое положение, движение вниз; подтверждено несколькими кадрами"
191,6.366666666666666,1,1,81.5592269897461,218.25416564941406,201.39404296875,353.6208190917969,119.8348159790039,135.3666534423828,0.8852609777341519,141.47663497924805,285.93749237060547,0.09814835565858976,0.3842659890651703,68.37245178222656,50.76020812988281,0.020136404782533646,0.2761702239513397,0.004029107745736837,-0.015409382060170174,0.0,0.23431835621595382,fall,fall,"LSTM=0.16; резкое движение, движение вниз; подтверждено несколькими кадрами"
192,6.4,1,1,119.20384216308594,220.51837158203125,201.99485778808594,355.15460205078125,82.791015625,134.63623046875,0.6149237492519992,160.59934997558594,287.83648681640625,19.21677415011032,0.25885799527168274,69.24232482910156,50.84516906738281,1.6077200174331665,9.014325141906738,1.0655620098114014,-0.29469290375709534,0.08119043337529222,0.46757597476243973,fall,fall,"LSTM=0.37; резкое движение, низкое положение, движение вниз; подтверждено несколькими кадрами"
193,6.433333333333334,1,1,124.09214782714844,221.673095703125,203.9352264404297,353.1275634765625,79.84307861328125,131.4544677734375,0.6073820081253627,164.01368713378906,287.40032958984375,3.442082415656151,0.30317118763923645,78.4964370727539,53.375152587890625,2.3518002033233643,7.833645343780518,1.2621949911117554,-0.34084317088127136,0.13482824427480916,0.8936238884925842,fall,fall,"LSTM=0.94; резкое движение, низкое положение, движение вниз; подтверждено несколькими кадрами"
194,6.466666666666667,1,1,123.67687225341797,220.34945678710938,271.21295166015625,355.55010986328125,147.53607940673828,135.20065307617188,1.091237919713425,197.4449119567871,287.9497833251953,33.43573974915364,0.0948682650923729,148.75355529785156,11.175048828125,0.08019104599952698,0.8649322390556335,0.03564288094639778,-0.017150672152638435,0.0010504201680672268,0.8473038256168366,fall,fall,"LSTM=0.90; резкое движение, горизонтальная/наклонная поза, движение вниз; подтверждено несколькими кадрами"
195,6.5,1,1,69.06219797134399,249.12595696449281,232.5102047920227,352.9314874649048,163.4480068206787,103.805530500412,1.5745597178950883,150.78620138168336,301.0287222146988,48.457134820443784,0.15318253636360168,113.26451110839844,41.621002197265625,0.061888761818408966,0.8195244669914246,0.02414967119693756,-0.017655368894338608,0.0007621951219512195,0.9647852331399918,fall,fall,"LSTM=0.95; резкое движение, низкое положение, горизонтальная/наклонная поза, движение вниз; подтверждено несколькими кадрами"
196,6.533333333333333,1,1,126.09796905517578,221.38987731933594,206.18321228027344,353.2364501953125,80.08524322509766,131.84657287597656,0.6074123997172913,166.1405906677246,287.3131637573242,20.588195990541713,0.3297818601131439,77.2497787475586,50.567352294921875,1.4130111932754517,4.389864921569824,0.9909272193908691,-0.011359709315001965,0.19763257575757576,0.8512569218873978,fall,fall,"LSTM=0.89; резкое движение, низкое положение, движение вниз; подтверждено несколькими кадрами"
197,6.566666666666666,1,1,126.1314926147461,221.3141632080078,206.21592712402344,353.2339782714844,80.08443450927734,131.91981506347656,0.6070690325842458,166.17370986938477,287.2740707397461,0.05123617415429929,0.330561101436615,77.4683609008789,50.021392822265625,0.0022104724775999784,0.10463520884513855,-0.0006620721542276442,-0.0009579990874044597,0.0,0.49903497844934464,fall,fall,"LSTM=0.42; резкое движение, низкое положение, движение вниз; подтверждено несколькими кадрами"
