frame,timestamp_sec,track_id,in_roi,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_w,bbox_h,bbox_aspect,center_x,center_y,center_speed,avg_keypoint_score,torso_angle_deg,shoulder_hip_height,flow_mean_mag,flow_max_mag,flow_mean_dx,flow_mean_dy,flow_downward_ratio,fall_score,raw_label,label,reason
7,0.23333333333333334,1,1,1006.6818237304688,44.28456401824951,1176.7527465820312,446.0129699707031,170.0709228515625,401.7284059524536,0.42334801406025335,1091.71728515625,245.14876699447632,0.0,0.2739889919757843,88.09165954589844,103.14684295654297,1.2776671648025513,24.63694190979004,-0.41563186049461365,-0.39757484197616577,0.07380743342112965,0.0037525022635236382,not_fall,not_fall,LSTM=0.01; мало кадров для решения
8,0.26666666666666666,1,1,1013.2218017578125,47.36378288269043,1179.0766296386719,409.05908203125,165.85482788085938,361.69529914855957,0.4585484751150653,1096.1492156982422,228.21143245697021,17.50757863225067,0.2490590661764145,87.57528686523438,92.84033203125,0.4271869361400604,6.9549126625061035,0.11414311826229095,-0.048644810914993286,0.08874725421021101,0.0049844831228256226,not_fall,not_fall,LSTM=0.01; мало кадров для решения
9,0.3,1,1,962.8107604980469,55.153141021728516,1158.7206115722656,533.0640106201172,195.90985107421875,477.9108695983887,0.40992968257627443,1060.7656860351562,294.10857582092285,74.79590680610677,0.32801780104637146,102.2605972290039,139.22238159179688,0.857398509979248,15.65242862701416,-0.170437753200531,-0.4038437008857727,0.04574758773802408,0.004105404135771096,not_fall,not_fall,LSTM=0.01; мало кадров для решения
10,0.3333333333333333,1,1,963.4169311523438,53.40311622619629,1164.678955078125,539.6943054199219,201.26202392578125,486.2911891937256,0.41387141778051784,1064.0479431152344,296.5487108230591,4.089923027194199,0.2914668023586273,100.43717193603516,138.01974487304688,1.2077943086624146,22.068464279174805,-0.23463991284370422,-0.903192937374115,0.03713379551507512,0.0018187350360676646,not_fall,not_fall,LSTM=0.00; мало кадров для решения
11,0.36666666666666664,1,1,967.0043334960938,65.32639503479004,1161.9981994628906,529.496337890625,194.99386596679688,464.16994285583496,0.4200915396785168,1064.5012664794922,297.4113664627075,0.9745136352043907,0.24711275100708008,99.88836669921875,135.02471923828125,1.2157447338104248,11.038572311401367,0.06559280306100845,-1.2084952592849731,0.00035366931918656057,0.0033010414335876703,not_fall,not_fall,LSTM=0.00; мало кадров для решения
12,0.4,1,1,966.3125610351562,57.34713363647461,1160.999267578125,565.3165740966797,194.68670654296875,507.9694404602051,0.38326460419860775,1063.6559143066406,311.33185386657715,13.94613171662443,0.26036742329597473,98.12665557861328,139.75823974609375,0.7459604740142822,13.101771354675293,-0.045337747782468796,-0.6479342579841614,0.0059357964869775895,0.00494315754622221,not_fall,not_fall,LSTM=0.01; мало кадров для решения
13,0.43333333333333335,1,1,996.3770141601562,51.16212844848633,1184.4322814941406,541.0131683349609,188.05526733398438,489.8510398864746,0.38390296645602123,1090.4046478271484,296.08764839172363,30.787668724843265,0.27285531163215637,98.51766967773438,140.6154022216797,1.2482914924621582,12.71753215789795,-0.008400031365454197,-1.1118239164352417,0.02582501085540599,0.005245208507403731,not_fall,not_fall,LSTM=0.01; мало кадров для решения
14,0.4666666666666667,1,1,965.3605041503906,59.30285453796387,1169.8993835449219,563.6909637451172,204.53887939453125,504.3881092071533,0.4055188369052663,1067.6299438476562,311.4969091415405,27.49786279348533,0.25908276438713074,95.37214660644531,142.23312377929688,0.14690229296684265,3.657820463180542,0.009286693297326565,-0.030091125518083572,0.010847621347500603,0.07938750442117452,not_fall,not_fall,LSTM=0.01; резкое движение
15,0.5,1,1,990.2957153320312,61.82270050048828,1191.2429809570312,527.0213012695312,200.947265625,465.19860076904297,0.4319601677494388,1090.7693481445312,294.42200088500977,28.757338597011714,0.26833459734916687,91.2629623413086,134.86880493164062,0.9704763889312744,13.37179946899414,0.38762813806533813,-0.6958656907081604,0.0408923126303964,0.08032757013570517,not_fall,not_fall,LSTM=0.01; резкое движение
40,1.3333333333333333,2,1,798.7662048339844,242.40447235107422,1211.1961669921875,1021.9370727539062,412.4299621582031,779.532600402832,0.5290733985276247,1004.9811859130859,632.1707725524902,0.0,0.2030617594718933,87.8855972290039,216.97088623046875,0.7604894042015076,25.95960807800293,0.030386772006750107,-0.4351867735385895,0.02850385860094598,0.0706560630351305,not_fall,not_fall,LSTM=0.09; мало кадров для решения
